,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,album_id,album_name
0JcNysfWVWaMS7R6vzGB2k,0.742,0.859,10,-4.942,1,0.0482,0.0824,0,0.359,0.652,95.046,audio_features,0JcNysfWVWaMS7R6vzGB2k,spotify:track:0JcNysfWVWaMS7R6vzGB2k,https://api.spotify.com/v1/tracks/0JcNysfWVWaMS7R6vzGB2k,https://api.spotify.com/v1/audio-analysis/0JcNysfWVWaMS7R6vzGB2k,194742,4,57giaIaMyAVCS7jMIaoIgK,VIVES
2dfHh7ECGxfNqZTQno09Vk,0.604,0.366,7,-7.881,1,0.0267,0.719,0,0.162,0.181,105.177,audio_features,2dfHh7ECGxfNqZTQno09Vk,spotify:track:2dfHh7ECGxfNqZTQno09Vk,https://api.spotify.com/v1/tracks/2dfHh7ECGxfNqZTQno09Vk,https://api.spotify.com/v1/audio-analysis/2dfHh7ECGxfNqZTQno09Vk,248413,3,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe)
1PCvKFPWnTXAe2oaReVUcr,0.592,0.935,6,-4.317,0,0.0581,0.00879,0.0154,0.132,0.567,125.013,audio_features,1PCvKFPWnTXAe2oaReVUcr,spotify:track:1PCvKFPWnTXAe2oaReVUcr,https://api.spotify.com/v1/tracks/1PCvKFPWnTXAe2oaReVUcr,https://api.spotify.com/v1/audio-analysis/1PCvKFPWnTXAe2oaReVUcr,222520,4,4EUf4YyNjuXypWY6W5wEDm,Globalization
54ELExv56KCAB4UP9cOCzC,0.892,0.662,8,-3.894,1,0.162,0.169,1.24e-06,0.363,0.607,93.976,audio_features,54ELExv56KCAB4UP9cOCzC,spotify:track:54ELExv56KCAB4UP9cOCzC,https://api.spotify.com/v1/tracks/54ELExv56KCAB4UP9cOCzC,https://api.spotify.com/v1/audio-analysis/54ELExv56KCAB4UP9cOCzC,227013,4,2GS2h80Dp8rFdGEa0j0JhH,Gato de Noche
2vjjlLvN2LdWdpfY0Bey5c,0.716,0.838,2,-4.7,1,0.0432,0.0202,2.18e-06,0.113,0.822,134.016,audio_features,2vjjlLvN2LdWdpfY0Bey5c,spotify:track:2vjjlLvN2LdWdpfY0Bey5c,https://api.spotify.com/v1/tracks/2vjjlLvN2LdWdpfY0Bey5c,https://api.spotify.com/v1/audio-analysis/2vjjlLvN2LdWdpfY0Bey5c,198892,4,3BDL9bHoers8QK94xLFoKh,Escalofríos
7KRStFOOFaI2VFX2IUJg9I,0.725,0.483,10,-6.417,1,0.0314,0.732,0,0.0921,0.526,116.128,audio_features,7KRStFOOFaI2VFX2IUJg9I,spotify:track:7KRStFOOFaI2VFX2IUJg9I,https://api.spotify.com/v1/tracks/7KRStFOOFaI2VFX2IUJg9I,https://api.spotify.com/v1/audio-analysis/7KRStFOOFaI2VFX2IUJg9I,165820,4,7k0NBsULw2oXznJTpk3LFl,"Acoustic Hits, Vol. 1"
6aLbr8SKCsjMHQGfrym1dU,0.609,0.542,2,-7.233,1,0.0613,0.0318,3.09e-06,0.0846,0.0968,95.072,audio_features,6aLbr8SKCsjMHQGfrym1dU,spotify:track:6aLbr8SKCsjMHQGfrym1dU,https://api.spotify.com/v1/tracks/6aLbr8SKCsjMHQGfrym1dU,https://api.spotify.com/v1/audio-analysis/6aLbr8SKCsjMHQGfrym1dU,233684,4,3pXtH4yhuv4ukJ99kul8hm,Hoy Es Ese Día
6IukuUL2wwXBMQgbNsBnKK,0.679,0.439,5,-7.843,0,0.214,0.39,0,0.0332,0.866,119.139,audio_features,6IukuUL2wwXBMQgbNsBnKK,spotify:track:6IukuUL2wwXBMQgbNsBnKK,https://api.spotify.com/v1/tracks/6IukuUL2wwXBMQgbNsBnKK,https://api.spotify.com/v1/audio-analysis/6IukuUL2wwXBMQgbNsBnKK,220206,3,7DvbXPhHsNaopq3Rc0S1xx,Para que el mundo lo vea (Acústico)
0TJ1Bph2IzwbrvYjV1aNIN,0.676,0.871,0,-3.546,1,0.0444,0.0622,7.89e-06,0.278,0.695,93.974,audio_features,0TJ1Bph2IzwbrvYjV1aNIN,spotify:track:0TJ1Bph2IzwbrvYjV1aNIN,https://api.spotify.com/v1/tracks/0TJ1Bph2IzwbrvYjV1aNIN,https://api.spotify.com/v1/audio-analysis/0TJ1Bph2IzwbrvYjV1aNIN,219455,4,4rqQSxG9XsmXmglu0hOjJw,De amor y dolor
3ea1FBGHSyueMbAWuveU86,0.857,0.593,0,-9.198,0,0.0496,0.113,9.4e-06,0.132,0.367,115.988,audio_features,3ea1FBGHSyueMbAWuveU86,spotify:track:3ea1FBGHSyueMbAWuveU86,https://api.spotify.com/v1/tracks/3ea1FBGHSyueMbAWuveU86,https://api.spotify.com/v1/audio-analysis/3ea1FBGHSyueMbAWuveU86,174000,4,1ZJQEMhHpQKlpCgw2l17yy,EN UNA NUBE
06s3QtMJVXw1AJX3UfvZG1,0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021,audio_features,06s3QtMJVXw1AJX3UfvZG1,spotify:track:06s3QtMJVXw1AJX3UfvZG1,https://api.spotify.com/v1/tracks/06s3QtMJVXw1AJX3UfvZG1,https://api.spotify.com/v1/audio-analysis/06s3QtMJVXw1AJX3UfvZG1,246000,4,7JtT7OyWM8BnIS5FXXPMKg,Emmanuel
0zoaE2aFWbvxmTlJVUuxUh,0.681,0.933,0,-3.129,0,0.0504,0.348,0,0.104,0.671,95.961,audio_features,0zoaE2aFWbvxmTlJVUuxUh,spotify:track:0zoaE2aFWbvxmTlJVUuxUh,https://api.spotify.com/v1/tracks/0zoaE2aFWbvxmTlJVUuxUh,https://api.spotify.com/v1/audio-analysis/0zoaE2aFWbvxmTlJVUuxUh,195114,4,1VhR1RuhEgH0RghsULirr6,Fuiste un Amor de Verano
3rP4fbwWIAxRqay8ozCvhu,0.763,0.617,1,-6.734,1,0.0708,0.00457,0,0.11,0.351,92.005,audio_features,3rP4fbwWIAxRqay8ozCvhu,spotify:track:3rP4fbwWIAxRqay8ozCvhu,https://api.spotify.com/v1/tracks/3rP4fbwWIAxRqay8ozCvhu,https://api.spotify.com/v1/audio-analysis/3rP4fbwWIAxRqay8ozCvhu,241973,4,3AwzfcsXeljU7JkG5GQn8Y,Timelezz
5e45GhSF18JYoLpaq2F48h,0.715,0.942,8,-2.889,1,0.107,0.00175,0.000461,0.0581,0.818,130.019,audio_features,5e45GhSF18JYoLpaq2F48h,spotify:track:5e45GhSF18JYoLpaq2F48h,https://api.spotify.com/v1/tracks/5e45GhSF18JYoLpaq2F48h,https://api.spotify.com/v1/audio-analysis/5e45GhSF18JYoLpaq2F48h,226162,4,5LSqEb2yiUoWM91rUnvDjS,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)"
78z4nAxGfXqfTITvfRvaur,0.666,0.802,7,-4.517,1,0.0347,0.0207,7.99e-06,0.308,0.534,119.927,audio_features,78z4nAxGfXqfTITvfRvaur,spotify:track:78z4nAxGfXqfTITvfRvaur,https://api.spotify.com/v1/tracks/78z4nAxGfXqfTITvfRvaur,https://api.spotify.com/v1/audio-analysis/78z4nAxGfXqfTITvfRvaur,195627,4,47c8OESqhOh2WbMd8yeC2i,Metamorfosis II
1guZyqJzIGgE0J2xIru0Qx,0.518,0.878,0,-8.619,1,0.0402,0.804,1.91e-06,0.121,0.889,170.038,audio_features,1guZyqJzIGgE0J2xIru0Qx,spotify:track:1guZyqJzIGgE0J2xIru0Qx,https://api.spotify.com/v1/tracks/1guZyqJzIGgE0J2xIru0Qx,https://api.spotify.com/v1/audio-analysis/1guZyqJzIGgE0J2xIru0Qx,208000,4,7ItEHiBNd0EGCW2P3v1d8s,Hemos Bebido Demasiado
3MG6fFcoFduAh2sjRmIYZg,0.161,0.00391,0,-35.492,1,0.0453,0.98,0.753,0.113,0.034,70.103,audio_features,3MG6fFcoFduAh2sjRmIYZg,spotify:track:3MG6fFcoFduAh2sjRmIYZg,https://api.spotify.com/v1/tracks/3MG6fFcoFduAh2sjRmIYZg,https://api.spotify.com/v1/audio-analysis/3MG6fFcoFduAh2sjRmIYZg,157200,3,4nyurPRXDeFSQl7VYAl979,Omniscient
1Px4jqDnQFulhG7Dl3nK0C,0.72,0.731,10,-7.372,1,0.0927,0.285,0,0.11,0.614,128.988,audio_features,1Px4jqDnQFulhG7Dl3nK0C,spotify:track:1Px4jqDnQFulhG7Dl3nK0C,https://api.spotify.com/v1/tracks/1Px4jqDnQFulhG7Dl3nK0C,https://api.spotify.com/v1/audio-analysis/1Px4jqDnQFulhG7Dl3nK0C,215813,4,7FNuyd1Gm4pPEr9XVkhvF5,Te Voy a Esperar (feat. Belinda)
6hf0RpxTbOprT5nnwzkk8e,0.891,0.819,8,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968,audio_features,6hf0RpxTbOprT5nnwzkk8e,spotify:track:6hf0RpxTbOprT5nnwzkk8e,https://api.spotify.com/v1/tracks/6hf0RpxTbOprT5nnwzkk8e,https://api.spotify.com/v1/audio-analysis/6hf0RpxTbOprT5nnwzkk8e,217773,4,53ul5SFjVUQCotbJhjCkkK,Qué Más Pues?
1PZrHbJjt5t7dP9OGRxcD0,0.831,0.818,2,-7.827,1,0.0825,0.0242,0.000336,0.0892,0.807,95.023,audio_features,1PZrHbJjt5t7dP9OGRxcD0,spotify:track:1PZrHbJjt5t7dP9OGRxcD0,https://api.spotify.com/v1/tracks/1PZrHbJjt5t7dP9OGRxcD0,https://api.spotify.com/v1/audio-analysis/1PZrHbJjt5t7dP9OGRxcD0,212413,4,4vOvr0tdZWoIGjnHe9jLqz,The Last Don
6Cp0DMP0OE3sbxv7a5VxCr,0.425,0.462,0,-14.356,1,0.0778,0.874,0,0.69,0.846,202.545,audio_features,6Cp0DMP0OE3sbxv7a5VxCr,spotify:track:6Cp0DMP0OE3sbxv7a5VxCr,https://api.spotify.com/v1/tracks/6Cp0DMP0OE3sbxv7a5VxCr,https://api.spotify.com/v1/audio-analysis/6Cp0DMP0OE3sbxv7a5VxCr,128360,3,5TCEqYX5Si65vZHihCrnDz,Villancicos Populares
64yCeFRhL4hTNik8J3Un6D,0.828,0.503,0,-6.627,0,0.0702,0.412,0.469,0.119,0.93,90.041,audio_features,64yCeFRhL4hTNik8J3Un6D,spotify:track:64yCeFRhL4hTNik8J3Un6D,https://api.spotify.com/v1/tracks/64yCeFRhL4hTNik8J3Un6D,https://api.spotify.com/v1/audio-analysis/64yCeFRhL4hTNik8J3Un6D,154286,4,2ctMI4wrhpabaeibZaL3Mj,No es lo mío
6JdqSacEaOod0eWzOSmYaW,0.641,0.965,0,-4.352,1,0.0464,0.000272,0.891,0.379,0.39,126.003,audio_features,6JdqSacEaOod0eWzOSmYaW,spotify:track:6JdqSacEaOod0eWzOSmYaW,https://api.spotify.com/v1/tracks/6JdqSacEaOod0eWzOSmYaW,https://api.spotify.com/v1/audio-analysis/6JdqSacEaOod0eWzOSmYaW,206786,4,5OCWUD2m9lgrHKfvrZMN3z,THE CARAVAN
6XbtvPmIpyCbjuT0e8cQtp,0.668,0.712,5,-5.927,1,0.0381,0.369,2.13e-05,0.108,0.264,100.02,audio_features,6XbtvPmIpyCbjuT0e8cQtp,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,https://api.spotify.com/v1/tracks/6XbtvPmIpyCbjuT0e8cQtp,https://api.spotify.com/v1/audio-analysis/6XbtvPmIpyCbjuT0e8cQtp,186000,4,07kam1Dks7GIucbSelfvyX,Columbia
2EJ4KaeNQpyhVh2M6xz7pU,0.745,0.808,8,-5.596,0,0.0768,0.313,0,0.102,0.768,80.0,audio_features,2EJ4KaeNQpyhVh2M6xz7pU,spotify:track:2EJ4KaeNQpyhVh2M6xz7pU,https://api.spotify.com/v1/tracks/2EJ4KaeNQpyhVh2M6xz7pU,https://api.spotify.com/v1/audio-analysis/2EJ4KaeNQpyhVh2M6xz7pU,179547,4,2dBgWXp41imu2zBNv9oFxZ,Fénix
5jrdCoLpJSvHHorevXBATy,0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,audio_features,5jrdCoLpJSvHHorevXBATy,spotify:track:5jrdCoLpJSvHHorevXBATy,https://api.spotify.com/v1/tracks/5jrdCoLpJSvHHorevXBATy,https://api.spotify.com/v1/audio-analysis/5jrdCoLpJSvHHorevXBATy,215672,4,5MQBzs5YlZlE28mD9yUItn,PRISM (Deluxe)
7LrvlNIlAjAHVam2XbfN0N,0.776,0.829,4,-5.09,1,0.137,0.27,1.51e-05,0.0457,0.838,105.832,audio_features,7LrvlNIlAjAHVam2XbfN0N,spotify:track:7LrvlNIlAjAHVam2XbfN0N,https://api.spotify.com/v1/tracks/7LrvlNIlAjAHVam2XbfN0N,https://api.spotify.com/v1/audio-analysis/7LrvlNIlAjAHVam2XbfN0N,191730,4,5PmHupdoqQsSbbnvIIN7JD,Las Dos Caras del Hilo
0N361WhEqVunVl5ZBkfd70,0.62,0.608,7,-4.78,1,0.029,0.201,0,0.0625,0.608,139.066,audio_features,0N361WhEqVunVl5ZBkfd70,spotify:track:0N361WhEqVunVl5ZBkfd70,https://api.spotify.com/v1/tracks/0N361WhEqVunVl5ZBkfd70,https://api.spotify.com/v1/audio-analysis/0N361WhEqVunVl5ZBkfd70,237800,4,1b0s5a9iIWIH5nEpzWSjHG,GUAU!
2AY1UAimvTqjJC8vDJsOyy,0.745,0.836,5,-4.336,0,0.0444,0.145,0.00314,0.116,0.874,96.993,audio_features,2AY1UAimvTqjJC8vDJsOyy,spotify:track:2AY1UAimvTqjJC8vDJsOyy,https://api.spotify.com/v1/tracks/2AY1UAimvTqjJC8vDJsOyy,https://api.spotify.com/v1/audio-analysis/2AY1UAimvTqjJC8vDJsOyy,203187,4,13MHW8hoLFjX7SaVEVmj3X,MALA SANTA
21Oh0PHE9KQPXPUvXk7sY9,0.768,0.462,5,-5.907,1,0.0369,0.689,0,0.114,0.605,104.008,audio_features,21Oh0PHE9KQPXPUvXk7sY9,spotify:track:21Oh0PHE9KQPXPUvXk7sY9,https://api.spotify.com/v1/tracks/21Oh0PHE9KQPXPUvXk7sY9,https://api.spotify.com/v1/audio-analysis/21Oh0PHE9KQPXPUvXk7sY9,178080,4,1uCbmWZsZfSMpdUXZ29EH7,100 Preguntas
6P4XyViJkq9QGEHtzfMIrH,0.506,0.895,4,-4.069,1,0.0363,0.0417,5.47e-06,0.252,0.806,140.044,audio_features,6P4XyViJkq9QGEHtzfMIrH,spotify:track:6P4XyViJkq9QGEHtzfMIrH,https://api.spotify.com/v1/tracks/6P4XyViJkq9QGEHtzfMIrH,https://api.spotify.com/v1/audio-analysis/6P4XyViJkq9QGEHtzfMIrH,187360,4,6QtnCAFmqOwR75jOOmU7k9,Mamma Mia! The Movie Soundtrack
6ToFxXRBtl5TJFEyIoYK3f,0.578,0.6,8,-5.7,1,0.0455,0.144,0,0.426,0.646,76.999,audio_features,6ToFxXRBtl5TJFEyIoYK3f,spotify:track:6ToFxXRBtl5TJFEyIoYK3f,https://api.spotify.com/v1/tracks/6ToFxXRBtl5TJFEyIoYK3f,https://api.spotify.com/v1/audio-analysis/6ToFxXRBtl5TJFEyIoYK3f,277307,4,28GWVLkctSuSWQ1EUIxZ8m,Mirrors (Radio Edit)
7HcwhoGMSjXHWNSgbmwYoH,0.632,0.179,3,-16.173,0,0.0323,0.957,0.966,0.0972,0.0511,140.056,audio_features,7HcwhoGMSjXHWNSgbmwYoH,spotify:track:7HcwhoGMSjXHWNSgbmwYoH,https://api.spotify.com/v1/tracks/7HcwhoGMSjXHWNSgbmwYoH,https://api.spotify.com/v1/audio-analysis/7HcwhoGMSjXHWNSgbmwYoH,139000,4,7hsMSV5SDoUbez11UqHRva,Mirage of the Mind
34rgBVC2wMRJcP5xQd03zQ,0.616,0.226,9,-12.797,0,0.0567,0.947,0.936,0.111,0.457,82.02,audio_features,34rgBVC2wMRJcP5xQd03zQ,spotify:track:34rgBVC2wMRJcP5xQd03zQ,https://api.spotify.com/v1/tracks/34rgBVC2wMRJcP5xQd03zQ,https://api.spotify.com/v1/audio-analysis/34rgBVC2wMRJcP5xQd03zQ,116341,4,52oZVRf4u0aaIi813gKfC8,Diving In
0x1k6gSTSxaLxe0F2IThaX,0.736,0.585,7,-4.617,1,0.346,0.273,0,0.106,0.363,171.932,audio_features,0x1k6gSTSxaLxe0F2IThaX,spotify:track:0x1k6gSTSxaLxe0F2IThaX,https://api.spotify.com/v1/tracks/0x1k6gSTSxaLxe0F2IThaX,https://api.spotify.com/v1/audio-analysis/0x1k6gSTSxaLxe0F2IThaX,181845,4,3UbZvsLswQE2L5mBiGlzO0,Navegando
19iUrnYyBAG5LaxT72ajsM,0.785,0.774,7,-4.304,1,0.0273,0.155,2.56e-06,0.108,0.738,99.993,audio_features,19iUrnYyBAG5LaxT72ajsM,spotify:track:19iUrnYyBAG5LaxT72ajsM,https://api.spotify.com/v1/tracks/19iUrnYyBAG5LaxT72ajsM,https://api.spotify.com/v1/audio-analysis/19iUrnYyBAG5LaxT72ajsM,151240,4,31L7J7AO993tSBxAunoeoa,SIXDO
0uoOrCRbNOj0vVVEp18q16,0.619,0.89,1,-1.901,1,0.0722,0.0836,8.34e-06,0.378,0.719,175.928,audio_features,0uoOrCRbNOj0vVVEp18q16,spotify:track:0uoOrCRbNOj0vVVEp18q16,https://api.spotify.com/v1/tracks/0uoOrCRbNOj0vVVEp18q16,https://api.spotify.com/v1/audio-analysis/0uoOrCRbNOj0vVVEp18q16,224418,4,4dbgcrwstcrAHriKJUpSAq,Quitate la Ropa (Remix) [feat. Juanka]
2jnZUvhw2LTvDI6YidRVcO,0.703,0.909,4,-4.456,0,0.0358,0.216,1.57e-06,0.162,0.777,97.982,audio_features,2jnZUvhw2LTvDI6YidRVcO,spotify:track:2jnZUvhw2LTvDI6YidRVcO,https://api.spotify.com/v1/tracks/2jnZUvhw2LTvDI6YidRVcO,https://api.spotify.com/v1/audio-analysis/2jnZUvhw2LTvDI6YidRVcO,239920,4,7JeWY0pvC27pCgn5eiSeV6,Talento de Barrio
0yDzNKiBXCYWO5bXXpsK90,0.75,0.817,0,-5.669,1,0.0539,0.0441,2.4e-06,0.0848,0.813,118.994,audio_features,0yDzNKiBXCYWO5bXXpsK90,spotify:track:0yDzNKiBXCYWO5bXXpsK90,https://api.spotify.com/v1/tracks/0yDzNKiBXCYWO5bXXpsK90,https://api.spotify.com/v1/audio-analysis/0yDzNKiBXCYWO5bXXpsK90,226180,4,4zmfMtQ7rH8WqdAk6MHoXP,Ole Ole
2Xaofma952dUXvUY1uwaWQ,0.756,0.765,10,-4.584,1,0.047,0.174,0,0.103,0.919,92.004,audio_features,2Xaofma952dUXvUY1uwaWQ,spotify:track:2Xaofma952dUXvUY1uwaWQ,https://api.spotify.com/v1/tracks/2Xaofma952dUXvUY1uwaWQ,https://api.spotify.com/v1/audio-analysis/2Xaofma952dUXvUY1uwaWQ,187520,4,0yVPU9CQPtft8yiYNMu2Hc,Pégate y Bailemos
6z1wOs7wdx5HSn6PMDoc4s,0.612,0.748,2,-5.503,1,0.0462,0.654,0,0.115,0.416,147.978,audio_features,6z1wOs7wdx5HSn6PMDoc4s,spotify:track:6z1wOs7wdx5HSn6PMDoc4s,https://api.spotify.com/v1/tracks/6z1wOs7wdx5HSn6PMDoc4s,https://api.spotify.com/v1/audio-analysis/6z1wOs7wdx5HSn6PMDoc4s,211046,4,43mAHKPa4iB2er88lxD9Q8,Balas Perdidas
5hpOBmnNc1mahkYGmte4NI,0.829,0.748,8,-5.361,1,0.176,0.352,0,0.0992,0.529,133.029,audio_features,5hpOBmnNc1mahkYGmte4NI,spotify:track:5hpOBmnNc1mahkYGmte4NI,https://api.spotify.com/v1/tracks/5hpOBmnNc1mahkYGmte4NI,https://api.spotify.com/v1/audio-analysis/5hpOBmnNc1mahkYGmte4NI,177443,4,4rEAYu2WaOofCf9KpyFKO7,"Snow Tha Product: Bzrp Music Sessions, Vol. 39"
24B1MfdHKrRnds1Vkp9KZI,0.744,0.772,4,-5.704,1,0.186,0.0236,0,0.125,0.912,130.123,audio_features,24B1MfdHKrRnds1Vkp9KZI,spotify:track:24B1MfdHKrRnds1Vkp9KZI,https://api.spotify.com/v1/tracks/24B1MfdHKrRnds1Vkp9KZI,https://api.spotify.com/v1/audio-analysis/24B1MfdHKrRnds1Vkp9KZI,228493,4,7v7X7hY6Hemw8MlR91vHJr,Calor de Verano - Single
3K8BeABgLXZ3JHhdM3rZBx,0.666,0.834,0,-3.314,1,0.0318,0.0246,0,0.208,0.61,129.982,audio_features,3K8BeABgLXZ3JHhdM3rZBx,spotify:track:3K8BeABgLXZ3JHhdM3rZBx,https://api.spotify.com/v1/tracks/3K8BeABgLXZ3JHhdM3rZBx,https://api.spotify.com/v1/audio-analysis/3K8BeABgLXZ3JHhdM3rZBx,214960,4,3ccUQA3LcKnQN28rHI597A,Por Mi y por Todos Mis Compañeros
7J5uErmH9BygeVbvBQgFt4,0.837,0.547,5,-6.399,0,0.1,0.00993,0.533,0.103,0.41,105.006,audio_features,7J5uErmH9BygeVbvBQgFt4,spotify:track:7J5uErmH9BygeVbvBQgFt4,https://api.spotify.com/v1/tracks/7J5uErmH9BygeVbvBQgFt4,https://api.spotify.com/v1/audio-analysis/7J5uErmH9BygeVbvBQgFt4,172134,4,43s6v4AicIre08uDlW8UnC,DESDE LOS 16
0ujpCvMAH5QT1ktdE82MLI,0.745,0.559,7,-6.688,0,0.0379,0.036,0,0.108,0.769,128.037,audio_features,0ujpCvMAH5QT1ktdE82MLI,spotify:track:0ujpCvMAH5QT1ktdE82MLI,https://api.spotify.com/v1/tracks/0ujpCvMAH5QT1ktdE82MLI,https://api.spotify.com/v1/audio-analysis/0ujpCvMAH5QT1ktdE82MLI,189722,4,02nsoTtYrf9P2AsmFa8pcZ,Playa Del Ingles (Tech House) (Remix)
1fXKStjVOTmBEwjAnFSNkc,0.592,0.643,11,-5.608,1,0.0321,0.466,0,0.315,0.579,145.979,audio_features,1fXKStjVOTmBEwjAnFSNkc,spotify:track:1fXKStjVOTmBEwjAnFSNkc,https://api.spotify.com/v1/tracks/1fXKStjVOTmBEwjAnFSNkc,https://api.spotify.com/v1/audio-analysis/1fXKStjVOTmBEwjAnFSNkc,229107,4,7EpdDp3FoDcnS95f0wgSYb,Enamórate De Alguien Más
0y6kdSRCVQhSsHSpWvTUm7,0.502,0.534,2,-5.954,1,0.0278,0.0399,0,0.0977,0.155,94.05,audio_features,0y6kdSRCVQhSsHSpWvTUm7,spotify:track:0y6kdSRCVQhSsHSpWvTUm7,https://api.spotify.com/v1/tracks/0y6kdSRCVQhSsHSpWvTUm7,https://api.spotify.com/v1/audio-analysis/0y6kdSRCVQhSsHSpWvTUm7,299080,4,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version)
6wtZPYBIXUvCpXwVjMCJBf,0.909,0.824,1,-4.627,1,0.0797,0.0777,0.00387,0.0638,0.585,109.97,audio_features,6wtZPYBIXUvCpXwVjMCJBf,spotify:track:6wtZPYBIXUvCpXwVjMCJBf,https://api.spotify.com/v1/tracks/6wtZPYBIXUvCpXwVjMCJBf,https://api.spotify.com/v1/audio-analysis/6wtZPYBIXUvCpXwVjMCJBf,322347,4,7JsxzI8o2TI71jHBOIsgqm,ULTRA SOLO REMIX
2YFJG4WtA9zuNB9qkHcOyb,0.744,0.905,0,-2.834,1,0.035,0.00384,0,0.0782,0.691,128.064,audio_features,2YFJG4WtA9zuNB9qkHcOyb,spotify:track:2YFJG4WtA9zuNB9qkHcOyb,https://api.spotify.com/v1/tracks/2YFJG4WtA9zuNB9qkHcOyb,https://api.spotify.com/v1/audio-analysis/2YFJG4WtA9zuNB9qkHcOyb,211587,4,2zx3DYhlTX0ALhbEDUnbnA,3 A.M. (Deluxe)
27RSJHEA99Y0Vsow7nA37A,0.816,0.71,7,-3.728,1,0.0398,0.165,0,0.292,0.784,93.02,audio_features,27RSJHEA99Y0Vsow7nA37A,spotify:track:27RSJHEA99Y0Vsow7nA37A,https://api.spotify.com/v1/tracks/27RSJHEA99Y0Vsow7nA37A,https://api.spotify.com/v1/audio-analysis/27RSJHEA99Y0Vsow7nA37A,208631,4,57ppCWTeAnqooyrR4DzbwR,911 (Remix)
6QdwofpqDvvNxX88C9A0iQ,0.601,0.643,0,-4.581,1,0.0272,0.155,0,0.283,0.387,76.979,audio_features,6QdwofpqDvvNxX88C9A0iQ,spotify:track:6QdwofpqDvvNxX88C9A0iQ,https://api.spotify.com/v1/tracks/6QdwofpqDvvNxX88C9A0iQ,https://api.spotify.com/v1/audio-analysis/6QdwofpqDvvNxX88C9A0iQ,196360,4,2HbvQeJXke68tjwOcsj8ne,Mi Sangre
1usoXi4f0BnMART4uActEA,0.732,0.758,11,-1.694,1,0.189,0.213,0,0.388,0.78,98.007,audio_features,1usoXi4f0BnMART4uActEA,spotify:track:1usoXi4f0BnMART4uActEA,https://api.spotify.com/v1/tracks/1usoXi4f0BnMART4uActEA,https://api.spotify.com/v1/audio-analysis/1usoXi4f0BnMART4uActEA,202876,4,5e17MvJeEUfTQJ2Ygu6acn,Mocca (Remix)
3Mi8RoaiZ6jmPIFkuNkYAg,0.819,0.734,1,-4.027,1,0.248,0.164,1.62e-05,0.0859,0.796,100.473,audio_features,3Mi8RoaiZ6jmPIFkuNkYAg,spotify:track:3Mi8RoaiZ6jmPIFkuNkYAg,https://api.spotify.com/v1/tracks/3Mi8RoaiZ6jmPIFkuNkYAg,https://api.spotify.com/v1/audio-analysis/3Mi8RoaiZ6jmPIFkuNkYAg,251107,4,1e8k4kAKtcC5GIjfP4JDdR,Amor En Español
41bIKZyfBVss3cIPyaHaac,0.472,0.608,8,-6.963,1,0.04,0.256,4.73e-06,0.0573,0.228,140.037,audio_features,41bIKZyfBVss3cIPyaHaac,spotify:track:41bIKZyfBVss3cIPyaHaac,https://api.spotify.com/v1/tracks/41bIKZyfBVss3cIPyaHaac,https://api.spotify.com/v1/audio-analysis/41bIKZyfBVss3cIPyaHaac,208987,4,2VamwwkO7Y0ECHwyNvEIFr,Southern Curiosity
6PkzXU8dlwtfrwyTlUyVnv,0.832,0.659,0,-5.831,1,0.0677,0.297,0.000811,0.0704,0.712,121.022,audio_features,6PkzXU8dlwtfrwyTlUyVnv,spotify:track:6PkzXU8dlwtfrwyTlUyVnv,https://api.spotify.com/v1/tracks/6PkzXU8dlwtfrwyTlUyVnv,https://api.spotify.com/v1/audio-analysis/6PkzXU8dlwtfrwyTlUyVnv,180336,4,6i0e9955UWeADYG0ZsXBiP,Show Me Love (EDX Remix / Radio Edit)
0BteLcimTI0usYZ2L2zQaZ,0.507,0.452,2,-7.557,1,0.0377,0.19,0,0.0841,0.224,150.217,audio_features,0BteLcimTI0usYZ2L2zQaZ,spotify:track:0BteLcimTI0usYZ2L2zQaZ,https://api.spotify.com/v1/tracks/0BteLcimTI0usYZ2L2zQaZ,https://api.spotify.com/v1/audio-analysis/0BteLcimTI0usYZ2L2zQaZ,228640,4,3TJSHb2z7Zo2K8ff8bMSik,Ticket To L.A.
5vQwugZBbpQxqe5H0GN3AY,0.744,0.945,5,-3.004,1,0.117,0.0791,4.58e-06,0.317,0.672,119.988,audio_features,5vQwugZBbpQxqe5H0GN3AY,spotify:track:5vQwugZBbpQxqe5H0GN3AY,https://api.spotify.com/v1/tracks/5vQwugZBbpQxqe5H0GN3AY,https://api.spotify.com/v1/audio-analysis/5vQwugZBbpQxqe5H0GN3AY,189653,4,3hpUOz8pADTVymWSjcWV0q,Anda Suelta
